,date,pressure,temperature,humidity,wind_direction,rain,radiation
2017-01-01 00:10:00,1010.39,-7.48,93.8,0.82,90.6,0.0,0.0
2017-01-01 01:10:00,1009.46,-7.5,93.8,1.18,259.7,0.0,0.0
2017-01-01 02:10:00,1008.7,-6.55,92.9,1.05,218.7,0.0,0.0
2017-01-01 03:10:00,1008.0,-7.33,92.1,0.51,288.7,0.0,0.0
2017-01-01 04:10:00,1007.35,-8.73,92.3,0.94,69.11,0.0,0.0
2017-01-01 05:10:00,1006.5,-9.1,93.0,0.6,0.14,0.0,0.0
2017-01-01 06:10:00,1006.12,-9.72,92.4,0.92,58.22,0.0,0.0
2017-01-01 07:10:00,1005.66,-9.65,92.4,0.7,40.72,0.0,0.0
2017-01-01 08:10:00,1005.32,-9.33,92.5,1.16,142.9,0.0,0.0
2017-01-01 09:10:00,1005.17,-9.65,92.1,0.57,158.1,0.0,11.18
2017-01-01 10:10:00,1004.67,-8.8,92.0,0.75,73.1,0.0,31.94
2017-01-01 11:10:00,1004.0,-4.94,89.7,1.35,115.9,0.0,257.37
2017-01-01 12:10:00,1003.21,-1.99,71.8,0.81,55.64,0.0,267.44
2017-01-01 13:10:00,1002.42,-0.05,61.85,1.22,71.5,0.0,229.48
2017-01-01 14:10:00,1001.57,0.86,62.63,0.93,35.32,0.0,179.24
2017-01-01 15:10:00,1001.25,1.09,68.42,0.83,66.56,0.0,99.14
2017-01-01 16:10:00,1000.89,-2.09,77.4,0.62,251.4,0.0,3.81
2017-01-01 17:10:00,1000.69,-3.83,85.8,1.04,69.04,0.0,0.0
2017-01-01 18:10:00,1000.54,-5.22,92.5,0.7,7.19,0.0,0.0
2017-01-01 19:10:00,1000.62,-5.89,92.6,1.16,48.29,0.0,0.0
2017-01-01 20:10:00,1000.99,-5.77,94.1,1.09,60.34,0.0,0.0
2017-01-01 21:10:00,1000.94,-6.52,93.5,0.82,108.5,0.0,0.0
2017-01-01 22:10:00,1001.23,-6.61,94.3,1.31,109.5,0.0,0.0
2017-01-01 23:10:00,1001.22,-6.58,94.0,0.66,12.81,0.0,0.0
2017-01-02 00:10:00,1001.03,-4.01,92.2,1.0,69.15,0.0,0.0
2017-01-02 01:10:00,1000.85,-3.12,90.6,0.66,45.04,0.0,0.0
2017-01-02 02:10:00,1000.58,-2.32,90.9,1.03,66.86,0.0,0.0
2017-01-02 03:10:00,1000.62,-1.76,90.8,0.58,60.25,0.0,0.0
2017-01-02 04:10:00,1000.5,-1.05,80.4,0.85,98.6,0.0,0.0
2017-01-02 05:10:00,1000.31,-0.58,73.9,0.88,75.8,0.0,0.0
2017-01-02 06:10:00,1000.38,-0.08,83.1,1.37,194.3,0.02,0.0
2017-01-02 07:10:00,1000.45,0.75,78.0,2.29,215.3,0.0,0.0
2017-01-02 08:10:00,1000.65,0.45,79.1,2.55,217.2,0.01,0.0
2017-01-02 09:10:00,1001.04,-0.12,90.7,2.17,213.1,0.05,14.74
2017-01-02 10:10:00,1001.36,-0.03,91.7,2.22,220.7,0.08,38.33
2017-01-02 11:10:00,1001.72,0.51,87.8,3.22,245.2,0.0,60.2
2017-01-02 12:10:00,1001.12,1.12,79.0,2.09,241.6,0.0,138.33
2017-01-02 13:10:00,1001.07,1.78,74.4,3.21,266.5,0.0,170.15
2017-01-02 14:10:00,1001.51,1.76,74.2,3.08,276.6,0.0,41.15
2017-01-02 15:10:00,1001.64,1.72,75.9,3.03,243.6,0.0,50.49
2017-01-02 16:10:00,1002.28,1.5,76.7,2.38,266.8,0.0,6.63
2017-01-02 17:10:00,1002.9,1.74,76.7,2.83,275.3,0.0,0.0
2017-01-02 18:10:00,1003.48,1.52,76.8,1.69,283.2,0.0,0.0
2017-01-02 19:10:00,1004.31,0.77,77.6,1.54,274.9,0.0,0.0
2017-01-02 20:10:00,1004.91,0.18,78.7,1.98,263.2,0.0,0.0
2017-01-02 21:10:00,1005.3,-0.14,77.8,1.29,154.6,0.0,0.0
2017-01-02 22:10:00,1005.75,-2.77,92.1,0.94,252.5,0.0,0.0
2017-01-02 23:10:00,1005.87,-0.79,80.6,1.52,202.1,0.0,0.0
2017-01-03 00:10:00,1005.74,0.61,77.7,2.89,225.5,0.0,0.0
2017-01-03 01:10:00,1005.45,1.04,75.5,2.06,189.1,0.0,0.0
2017-01-03 02:10:00,1005.5,1.18,74.5,1.9,172.3,0.0,0.0
2017-01-03 03:10:00,1005.68,1.84,70.6,2.73,233.7,0.0,0.0
2017-01-03 04:10:00,1005.19,1.96,69.71,2.9,218.4,0.0,0.0
2017-01-03 05:10:00,1005.19,2.21,68.87,3.35,249.3,0.0,0.0
2017-01-03 06:10:00,1005.22,1.89,69.64,3.22,227.4,0.0,0.0
2017-01-03 07:10:00,1005.33,2.35,68.16,3.38,228.9,0.0,0.0
2017-01-03 08:10:00,1005.14,2.56,66.45,3.87,245.5,0.0,0.0
2017-01-03 09:10:00,1005.46,2.42,66.85,4.43,246.9,0.0,34.28
2017-01-03 10:10:00,1005.23,2.73,65.65,4.77,234.7,0.0,77.89
2017-01-03 11:10:00,1005.24,3.35,64.49,4.33,231.4,0.0,108.23
2017-01-03 12:10:00,1004.73,3.55,65.55,4.01,229.4,0.0,75.55
2017-01-03 13:10:00,1003.88,3.53,67.51,3.76,237.4,0.0,54.91
2017-01-03 14:10:00,1003.34,3.3,71.3,3.28,231.2,0.0,60.07
2017-01-03 15:10:00,1002.65,2.94,73.9,3.38,220.2,0.0,23.22
2017-01-03 16:10:00,1002.17,3.1,70.2,3.14,232.5,0.0,9.09
2017-01-03 17:10:00,1001.51,3.24,67.52,2.9,219.8,0.0,0.0
2017-01-03 18:10:00,1000.68,2.7,67.95,3.27,224.7,0.0,0.0
2017-01-03 19:10:00,999.9,2.95,65.71,4.08,228.3,0.0,0.0
2017-01-03 20:10:00,998.89,3.03,68.4,5.01,233.3,0.0,0.0
2017-01-03 21:10:00,998.21,2.82,71.5,1.89,236.8,0.0,0.0
2017-01-03 22:10:00,997.03,3.75,65.67,5.51,245.3,0.0,0.0
2017-01-03 23:10:00,995.98,3.61,66.98,3.06,224.6,0.0,0.0
2017-01-04 00:10:00,994.78,3.61,66.15,4.81,229.3,0.0,0.0
2017-01-04 01:10:00,994.27,3.89,66.56,4.49,228.5,0.0,0.0
2017-01-04 02:10:00,993.21,3.43,71.7,4.04,233.4,0.0,0.0
2017-01-04 03:10:00,992.17,3.6,71.2,4.73,228.3,0.0,0.0
2017-01-04 04:10:00,990.87,3.83,69.1,5.22,225.4,0.0,0.0
2017-01-04 05:10:00,990.05,4.63,64.77,6.48,240.2,0.0,0.0
2017-01-04 06:10:00,989.32,4.78,65.69,5.39,234.2,0.0,0.0
2017-01-04 07:10:00,988.81,4.25,72.1,4.66,246.1,0.0,0.0
2017-01-04 08:10:00,990.28,2.3,88.0,5.1,237.6,0.0,0.0
2017-01-04 09:10:00,990.22,3.1,77.5,3.89,240.8,0.0,27.15
2017-01-04 10:10:00,989.46,3.09,71.6,6.26,243.8,0.0,54.3
2017-01-04 11:10:00,989.64,3.65,70.7,6.26,250.6,0.0,74.57
2017-01-04 12:10:00,989.16,4.75,65.05,6.71,246.0,0.0,261.55
2017-01-04 13:10:00,988.88,4.16,67.71,8.35,244.7,0.0,80.47
2017-01-04 14:10:00,988.91,4.8,59.56,6.57,252.6,0.0,267.2
2017-01-04 15:10:00,988.89,4.38,60.18,5.95,245.6,0.0,9.71
2017-01-04 16:10:00,989.6,3.34,71.1,6.54,250.1,0.0,2.33
2017-01-04 17:10:00,990.62,3.15,73.3,3.49,265.2,0.0,0.0
2017-01-04 18:10:00,991.92,3.1,71.7,4.87,270.7,0.0,0.0
2017-01-04 19:10:00,992.7,2.96,71.0,4.77,278.7,0.0,0.0
2017-01-04 20:10:00,993.78,1.27,83.7,1.63,307.4,0.0,0.0
2017-01-04 21:10:00,994.32,2.07,72.3,2.64,280.1,0.0,0.0
2017-01-04 22:10:00,995.01,2.3,69.8,3.33,290.4,0.0,0.0
2017-01-04 23:10:00,996.21,1.77,60.43,3.08,325.2,0.0,0.0
2017-01-05 00:10:00,997.49,-0.23,65.34,1.33,31.76,0.0,0.0
2017-01-05 01:10:00,998.29,0.13,52.56,2.64,327.0,0.0,0.0
2017-01-05 02:10:00,999.13,-0.15,57.21,3.57,321.7,0.0,0.0
2017-01-05 03:10:00,1000.03,-0.29,61.23,3.23,314.2,0.0,0.0
2017-01-05 04:10:00,1001.26,-0.76,69.07,3.37,322.1,0.0,0.0
2017-01-05 05:10:00,1002.52,-0.81,70.6,2.78,334.5,0.0,0.0
2017-01-05 06:10:00,1003.38,-0.79,72.2,1.66,344.5,0.01,0.0
2017-01-05 07:10:00,1004.44,-1.46,81.6,1.14,331.8,0.05,0.0
2017-01-05 08:10:00,1005.63,-1.73,85.9,2.47,348.1,0.02,0.0
2017-01-05 09:10:00,1007.21,-1.4,76.9,3.6,38.67,0.0,46.19
2017-01-05 10:10:00,1008.37,-1.23,70.9,3.53,14.62,0.0,67.69
2017-01-05 11:10:00,1009.64,-1.37,71.1,3.89,27.0,0.0,101.35
2017-01-05 12:10:00,1010.36,-1.51,70.8,3.51,19.76,0.0,110.81
2017-01-05 13:10:00,1010.97,-1.54,69.41,4.28,19.34,0.0,218.06
2017-01-05 14:10:00,1011.79,-1.8,68.61,3.63,21.08,0.0,120.02
2017-01-05 15:10:00,1013.07,-2.23,72.1,2.75,16.78,0.0,54.79
2017-01-05 16:10:00,1014.34,-2.95,70.4,1.09,24.44,0.0,5.53
2017-01-05 17:10:00,1015.49,-3.66,67.57,1.85,329.6,0.01,0.0
2017-01-05 18:10:00,1016.49,-4.4,69.32,1.47,1.35,0.0,0.0
2017-01-05 19:10:00,1017.15,-5.13,75.7,1.93,48.02,0.0,0.0
2017-01-05 20:10:00,1017.97,-5.24,76.3,2.06,60.92,0.0,0.0
2017-01-05 21:10:00,1018.96,-4.92,70.2,3.0,40.97,0.0,0.0
2017-01-05 22:10:00,1019.76,-5.22,68.04,2.63,6.93,0.0,0.0
2017-01-05 23:10:00,1020.63,-5.37,67.92,2.25,42.89,0.0,0.0
2017-01-06 00:10:00,1021.36,-6.35,70.2,1.19,16.87,0.0,0.0
2017-01-06 01:10:00,1021.48,-8.39,77.7,0.83,244.7,0.0,0.0
2017-01-06 02:10:00,1021.75,-9.57,84.0,1.11,20.68,0.0,0.0
2017-01-06 03:10:00,1022.38,-10.42,85.6,0.44,300.9,0.0,0.0
2017-01-06 04:10:00,1022.58,-10.85,84.0,0.83,72.5,0.0,0.0
2017-01-06 05:10:00,1022.99,-10.18,86.2,0.64,49.64,0.0,0.0
2017-01-06 06:10:00,1023.41,-9.65,83.9,0.69,17.95,0.0,0.0
2017-01-06 07:10:00,1023.79,-10.98,84.5,0.64,37.96,0.0,0.0
2017-01-06 08:10:00,1024.52,-10.1,86.3,0.88,56.72,0.0,0.0
2017-01-06 09:10:00,1024.84,-10.92,85.8,0.68,60.43,0.0,15.23
2017-01-06 10:10:00,1024.8,-10.5,86.8,1.42,116.3,0.0,37.59
2017-01-06 11:10:00,1024.83,-5.93,66.73,0.67,95.3,0.0,293.37
2017-01-06 12:10:00,1024.54,-5.09,57.26,1.9,101.4,0.0,291.65
2017-01-06 13:10:00,1024.17,-4.21,55.02,1.39,100.8,0.0,276.29
2017-01-06 14:10:00,1023.83,-4.23,55.62,1.11,117.2,0.0,220.76
2017-01-06 15:10:00,1024.19,-4.81,57.86,1.3,320.2,0.0,125.43
2017-01-06 16:10:00,1024.11,-6.99,68.98,1.42,132.3,0.0,6.02
2017-01-06 17:10:00,1023.94,-9.47,79.3,0.76,354.9,0.0,0.0
2017-01-06 18:10:00,1023.88,-10.2,83.9,0.88,74.3,0.0,0.0
2017-01-06 19:10:00,1023.79,-11.47,86.4,0.57,337.4,0.0,0.0
2017-01-06 20:10:00,1023.51,-11.74,86.8,0.67,106.9,0.0,0.0
2017-01-06 21:10:00,1023.24,-12.52,86.0,0.48,327.4,0.0,0.0
2017-01-06 22:10:00,1023.52,-12.75,85.3,0.72,97.3,0.0,0.0
2017-01-06 23:10:00,1023.3,-12.85,85.0,0.44,246.7,0.0,0.0
2017-01-07 00:10:00,1022.72,-12.13,84.8,0.81,132.6,0.0,0.0
2017-01-07 01:10:00,1022.12,-11.96,83.6,0.93,162.2,0.0,0.0
2017-01-07 02:10:00,1021.36,-12.32,83.4,1.09,183.2,0.0,0.0
2017-01-07 03:10:00,1021.04,-11.94,82.5,1.15,139.6,0.0,0.0
2017-01-07 04:10:00,1020.73,-11.38,81.6,0.65,163.1,0.0,0.0
2017-01-07 05:10:00,1019.93,-10.98,80.6,1.22,167.2,0.0,0.0
2017-01-07 06:10:00,1019.15,-10.46,79.8,0.71,176.1,0.0,0.0
2017-01-07 07:10:00,1018.43,-9.67,78.2,1.21,214.8,0.0,0.0
2017-01-07 08:10:00,1018.11,-8.87,76.9,0.75,193.3,0.0,0.0
2017-01-07 09:10:00,1017.39,-7.97,74.9,0.83,211.4,0.0,37.47
2017-01-07 10:10:00,1016.92,-6.29,68.23,1.23,245.3,0.0,65.48
2017-01-07 11:10:00,1016.2,-4.59,52.95,2.46,217.4,0.0,147.3
2017-01-07 12:10:00,1015.43,-3.82,47.69,2.14,211.6,0.0,128.62
2017-01-07 13:10:00,1014.32,-3.02,44.12,2.49,211.2,0.0,147.67
2017-01-07 14:10:00,1013.39,-2.86,40.53,2.87,208.3,0.0,65.36
2017-01-07 15:10:00,1012.75,-2.56,41.96,1.55,229.1,0.0,39.19
2017-01-07 16:10:00,1011.95,-2.59,39.27,1.91,208.4,0.0,10.69
2017-01-07 17:10:00,1011.32,-2.8,44.05,1.99,217.6,0.0,0.0
2017-01-07 18:10:00,1010.9,-3.57,69.43,2.44,219.8,0.0,0.0
2017-01-07 19:10:00,1010.44,-3.86,84.3,1.36,274.4,0.0,0.0
2017-01-07 20:10:00,1010.25,-3.63,86.8,1.67,241.7,0.13,0.0
2017-01-07 21:10:00,1010.17,-3.49,90.0,1.83,236.4,0.04,0.0
2017-01-07 22:10:00,1010.01,-3.61,92.9,1.33,239.4,0.17,0.0
2017-01-07 23:10:00,1009.55,-3.53,93.5,1.62,257.9,0.02,0.0
2017-01-08 00:10:00,1009.2,-3.59,93.6,1.57,236.5,0.03,0.0
2017-01-08 01:10:00,1009.03,-3.18,93.6,1.38,249.7,0.08,0.0
2017-01-08 02:10:00,1008.88,-2.29,91.1,1.4,189.6,0.0,0.0
2017-01-08 03:10:00,1008.88,-1.86,88.1,1.21,172.0,0.0,0.0
2017-01-08 04:10:00,1008.94,-1.36,84.5,1.29,197.4,0.0,0.0
2017-01-08 05:10:00,1008.91,-1.02,83.7,1.32,251.9,0.0,0.0
2017-01-08 06:10:00,1009.12,-0.75,83.3,0.76,78.3,0.0,0.0
2017-01-08 07:10:00,1009.93,-0.45,82.7,0.98,85.4,0.0,0.0
2017-01-08 08:10:00,1010.49,-0.52,90.7,0.8,38.49,0.0,0.0
2017-01-08 09:10:00,1011.05,-0.3,91.8,1.02,141.4,0.0,5.53
2017-01-08 10:10:00,1011.55,0.2,88.3,0.79,183.1,0.0,23.46
2017-01-08 11:10:00,1011.75,0.61,88.2,0.87,171.7,0.0,58.6
2017-01-08 12:10:00,1012.11,0.99,86.5,0.58,308.7,0.0,32.31
2017-01-08 13:10:00,1012.33,1.21,85.1,1.18,270.4,0.0,64.37
2017-01-08 14:10:00,1012.42,1.14,85.2,0.84,304.0,0.01,52.58
2017-01-08 15:10:00,1012.68,0.96,91.8,0.96,133.6,0.01,13.64
2017-01-08 16:10:00,1013.38,0.55,93.7,0.61,89.3,0.06,0.0
2017-01-08 17:10:00,1013.6,0.25,95.8,0.63,31.66,0.01,0.0
2017-01-08 18:10:00,1013.53,0.27,96.4,0.71,85.5,0.0,0.0
2017-01-08 19:10:00,1013.86,0.31,96.6,1.14,78.7,0.0,0.0
2017-01-08 20:10:00,1014.03,0.21,96.7,1.04,51.84,0.0,0.0
2017-01-08 21:10:00,1014.13,0.3,96.8,0.66,113.7,0.0,0.0
2017-01-08 22:10:00,1014.04,0.23,96.7,1.0,86.9,0.0,0.0
2017-01-08 23:10:00,1014.18,0.19,96.8,0.84,19.66,0.01,0.0
2017-01-09 00:10:00,1013.57,0.15,96.9,0.73,38.89,0.0,0.0
2017-01-09 01:10:00,1013.46,0.38,97.0,0.94,74.2,0.0,0.0
2017-01-09 02:10:00,1013.31,0.18,97.0,0.74,22.44,0.0,0.0
2017-01-09 03:10:00,1013.13,0.22,97.1,0.67,44.78,0.0,0.0
2017-01-09 04:10:00,1012.92,0.08,97.2,1.25,71.9,0.0,0.0
2017-01-09 05:10:00,1012.59,-0.06,97.4,0.64,59.8,0.0,0.0
2017-01-09 06:10:00,1011.75,-0.15,97.5,0.95,116.9,0.0,0.0
2017-01-09 07:10:00,1011.35,-0.25,97.6,1.19,88.8,0.0,0.0
2017-01-09 08:10:00,1011.34,-0.41,97.6,1.26,98.4,0.0,0.0
2017-01-09 09:10:00,1011.37,0.05,97.3,1.57,235.9,0.0,7.99
2017-01-09 10:10:00,1011.13,0.15,95.2,1.17,92.7,0.0,26.04
2017-01-09 11:10:00,1010.65,0.53,91.0,0.71,39.81,0.0,60.81
2017-01-09 12:10:00,1009.89,1.24,70.5,0.97,208.2,0.0,82.19
2017-01-09 13:10:00,1008.93,1.33,68.51,0.94,231.2,0.0,78.99
2017-01-09 14:10:00,1008.31,1.05,66.09,1.76,219.7,0.0,57.49
2017-01-09 15:10:00,1007.65,0.92,64.54,1.18,202.8,0.0,15.23
2017-01-09 16:10:00,1007.22,0.77,64.33,1.47,167.4,0.0,9.71
2017-01-09 17:10:00,1006.83,0.42,67.95,0.86,193.3,0.0,0.0
2017-01-09 18:10:00,1005.8,0.23,69.84,0.86,280.6,0.0,0.0
2017-01-09 19:10:00,1005.11,0.35,70.6,1.02,245.2,0.0,0.0
2017-01-09 20:10:00,1004.47,0.35,71.5,0.79,358.5,0.0,0.0
2017-01-09 21:10:00,1003.45,0.37,72.3,0.64,312.1,0.0,0.0
2017-01-09 22:10:00,1002.78,0.84,68.61,2.07,216.5,0.0,0.0
2017-01-09 23:10:00,1001.81,0.74,70.1,2.26,215.9,0.0,0.0
2017-01-10 00:10:00,1000.96,0.99,67.74,2.37,180.0,0.0,0.0
2017-01-10 01:10:00,1000.26,0.88,67.73,3.1,169.6,0.0,0.0
2017-01-10 02:10:00,999.3,0.48,67.11,2.78,187.6,0.0,0.0
2017-01-10 03:10:00,998.27,0.41,68.37,1.88,169.6,0.0,0.0
2017-01-10 04:10:00,997.58,0.55,70.1,4.11,169.8,0.0,0.0
2017-01-10 05:10:00,996.41,0.38,71.4,3.53,172.1,0.0,0.0
2017-01-10 06:10:00,996.07,0.39,70.1,3.67,192.2,0.0,0.0
2017-01-10 07:10:00,995.76,0.46,67.49,3.67,176.2,0.0,0.0
2017-01-10 08:10:00,995.8,-0.09,68.37,1.68,177.6,0.0,0.0
2017-01-10 09:10:00,996.0,-0.39,65.92,1.89,132.7,0.0,25.18
2017-01-10 10:10:00,996.07,-0.38,61.1,2.78,201.8,0.0,93.24
2017-01-10 11:10:00,996.09,0.39,57.41,2.68,200.4,0.0,259.21
2017-01-10 12:10:00,995.89,1.08,54.6,2.74,193.1,0.0,295.7
2017-01-10 13:10:00,995.42,1.51,53.76,2.51,158.4,0.0,279.12
2017-01-10 14:10:00,995.22,1.4,54.31,2.5,164.6,0.0,222.97
2017-01-10 15:10:00,995.31,1.26,55.08,2.56,151.3,0.0,123.1
2017-01-10 16:10:00,995.56,0.26,59.41,1.51,131.2,0.0,15.48
2017-01-10 17:10:00,996.02,-1.48,65.69,1.06,19.4,0.0,0.0
2017-01-10 18:10:00,996.57,-1.33,64.69,1.41,163.1,0.0,0.0
2017-01-10 19:10:00,997.01,-2.74,71.0,1.1,23.68,0.0,0.0
2017-01-10 20:10:00,997.46,-2.95,73.8,0.95,306.2,0.0,0.0
2017-01-10 21:10:00,997.56,-1.95,71.5,0.82,263.0,0.0,0.0
2017-01-10 22:10:00,997.95,-1.06,67.8,1.17,238.4,0.0,0.0
2017-01-10 23:10:00,997.98,-1.17,70.3,0.87,284.1,0.0,0.0
2017-01-11 00:10:00,998.23,-0.8,67.73,0.66,267.4,0.0,0.0
2017-01-11 01:10:00,998.17,-0.57,66.63,1.27,202.0,0.0,0.0
2017-01-11 02:10:00,997.94,-0.57,67.34,1.05,198.4,0.0,0.0
2017-01-11 03:10:00,998.2,-0.66,68.03,1.62,199.6,0.0,0.0
2017-01-11 04:10:00,997.78,-0.76,68.22,1.13,214.6,0.0,0.0
2017-01-11 05:10:00,997.52,-0.61,68.6,1.43,188.2,0.0,0.0
2017-01-11 06:10:00,996.95,-0.58,69.75,2.58,154.2,0.0,0.0
2017-01-11 07:10:00,996.32,-0.64,69.28,3.44,167.3,0.0,0.0
2017-01-11 08:10:00,995.63,-0.91,70.3,4.26,171.5,0.0,0.0
2017-01-11 09:10:00,995.95,-1.13,71.6,3.14,203.6,0.0,37.22
2017-01-11 10:10:00,994.95,-1.01,71.1,4.77,193.1,0.0,98.28
2017-01-11 11:10:00,993.45,-0.96,71.2,5.37,195.1,0.0,180.22
2017-01-11 12:10:00,991.49,-0.15,70.1,4.35,174.9,0.0,277.89
2017-01-11 13:10:00,988.96,0.65,70.4,6.5,173.3,0.0,282.19
2017-01-11 14:10:00,987.29,1.43,70.2,4.39,164.8,0.0,73.1
2017-01-11 15:10:00,985.53,2.74,66.33,4.09,190.8,0.0,21.5
2017-01-11 16:10:00,984.83,3.26,66.99,3.73,228.4,0.0,3.56
2017-01-11 17:10:00,985.01,3.16,70.2,4.94,227.1,0.0,0.0
2017-01-11 18:10:00,985.35,3.31,71.9,3.96,224.4,0.0,0.0
2017-01-11 19:10:00,985.56,2.22,85.1,2.38,234.9,0.01,0.0
2017-01-11 20:10:00,985.89,3.33,80.3,2.45,228.8,0.0,0.0
2017-01-11 21:10:00,987.03,4.68,72.7,5.45,251.0,0.09,0.0
2017-01-11 22:10:00,987.68,4.31,71.5,3.51,243.7,0.0,0.0
2017-01-11 23:10:00,988.01,4.67,67.91,3.26,246.0,0.0,0.0
2017-01-12 00:10:00,988.86,3.73,75.5,2.77,247.6,0.0,0.0
2017-01-12 01:10:00,989.26,4.69,66.12,3.14,267.0,0.0,2.09
2017-01-12 02:10:00,990.53,2.93,80.3,2.94,245.9,0.15,0.0
2017-01-12 03:10:00,991.33,2.56,81.1,4.67,244.1,0.0,0.0
2017-01-12 04:10:00,991.22,3.13,76.2,3.73,216.1,0.0,0.0
2017-01-12 05:10:00,991.58,3.71,69.55,3.23,240.7,0.0,0.0
2017-01-12 06:10:00,991.68,3.94,67.3,3.01,239.1,0.0,0.0
2017-01-12 07:10:00,992.17,4.11,64.52,3.01,239.2,0.0,0.0
2017-01-12 08:10:00,992.64,4.47,61.51,3.57,238.1,0.0,0.0
2017-01-12 09:10:00,992.99,4.41,61.93,2.99,239.5,0.0,31.45
2017-01-12 10:10:00,993.26,4.6,60.73,2.97,233.8,0.0,42.01
2017-01-12 11:10:00,993.17,4.9,59.96,4.79,246.3,0.0,80.34
2017-01-12 12:10:00,992.6,5.33,56.32,4.67,247.4,0.0,129.12
2017-01-12 13:10:00,992.27,5.68,55.03,5.46,241.3,0.0,135.26
2017-01-12 14:10:00,991.75,5.86,53.16,4.69,238.7,0.0,167.81
2017-01-12 15:10:00,991.08,5.08,56.72,2.75,240.6,0.0,46.19
2017-01-12 16:10:00,990.6,4.95,56.66,2.4,251.8,0.0,9.71
2017-01-12 17:10:00,989.63,4.53,59.86,0.92,248.7,0.0,0.0
2017-01-12 18:10:00,988.66,4.65,60.81,1.35,203.6,0.0,0.0
2017-01-12 19:10:00,987.45,4.03,66.14,1.17,192.4,0.0,0.0
2017-01-12 20:10:00,985.48,3.68,69.67,1.45,96.7,0.0,0.0
2017-01-12 21:10:00,983.67,3.58,72.2,1.61,114.9,0.0,0.0
2017-01-12 22:10:00,982.07,3.64,75.5,3.0,220.9,0.13,0.0
2017-01-12 23:10:00,979.88,2.59,82.0,2.34,65.09,0.03,0.0
2017-01-13 00:10:00,977.42,2.87,81.2,1.74,87.0,0.06,0.0
2017-01-13 01:10:00,974.88,3.03,80.3,1.87,72.0,0.01,0.0
2017-01-13 02:10:00,972.6,3.32,79.4,1.87,295.6,0.0,0.0
2017-01-13 03:10:00,970.68,4.53,74.6,3.78,173.1,0.0,0.0
2017-01-13 04:10:00,968.51,5.71,69.14,4.47,195.7,0.05,0.0
2017-01-13 05:10:00,967.19,5.96,55.86,6.86,227.1,0.0,0.0
2017-01-13 06:10:00,968.26,4.33,66.15,6.42,218.0,0.0,0.0
2017-01-13 07:10:00,969.33,3.63,68.82,5.45,219.2,0.0,0.0
2017-01-13 08:10:00,970.54,3.27,70.7,4.67,228.3,0.0,0.0
2017-01-13 09:10:00,971.91,3.31,68.25,7.11,239.4,0.0,32.8
2017-01-13 10:10:00,973.66,2.62,73.4,5.5,239.8,0.0,8.23
2017-01-13 11:10:00,975.4,2.52,76.2,7.8,245.5,0.0,41.4
2017-01-13 12:10:00,977.04,2.12,80.6,7.86,245.0,0.03,37.59
2017-01-13 13:10:00,978.56,2.79,75.1,8.42,246.1,0.0,75.8
2017-01-13 14:10:00,980.1,3.36,69.04,6.59,257.3,0.0,83.17
2017-01-13 15:10:00,981.45,3.46,65.99,4.97,262.0,0.0,73.22
2017-01-13 16:10:00,982.74,3.06,67.62,2.38,265.7,0.0,14.86
2017-01-13 17:10:00,983.68,2.71,70.5,3.85,247.4,0.0,0.0
2017-01-13 18:10:00,984.44,2.66,69.67,3.39,252.4,0.0,0.0
2017-01-13 19:10:00,984.98,2.56,69.7,3.33,253.7,0.0,0.0
2017-01-13 20:10:00,985.11,2.45,69.27,4.24,246.2,0.0,0.0
2017-01-13 21:10:00,985.31,1.69,68.41,2.57,232.0,0.0,0.0
2017-01-13 22:10:00,985.38,1.37,66.44,2.57,223.1,0.0,0.0
2017-01-13 23:10:00,985.07,0.87,65.03,1.9,202.8,0.0,0.0
2017-01-14 00:10:00,984.42,0.79,60.47,2.9,202.0,0.0,0.0
2017-01-14 01:10:00,983.75,1.09,61.71,3.41,206.3,0.0,0.0
2017-01-14 02:10:00,982.91,0.16,78.2,3.89,211.5,0.0,0.0
2017-01-14 03:10:00,982.24,0.11,81.7,3.66,218.3,0.01,0.0
2017-01-14 04:10:00,981.85,1.18,76.5,4.08,229.5,0.0,0.0
2017-01-14 05:10:00,981.94,2.22,77.4,4.22,236.3,0.0,0.0
2017-01-14 06:10:00,982.39,2.91,76.3,5.96,251.0,0.0,0.0
2017-01-14 07:10:00,983.19,2.78,77.9,3.74,259.8,0.0,0.0
2017-01-14 08:10:00,984.4,2.83,75.6,4.85,272.7,0.0,0.0
2017-01-14 09:10:00,986.53,2.78,74.9,3.45,288.4,0.0,15.97
2017-01-14 10:10:00,988.23,2.1,82.4,2.08,306.8,0.03,26.9
2017-01-14 11:10:00,989.74,1.57,86.8,2.1,268.4,0.11,30.84
2017-01-14 12:10:00,990.58,2.18,84.8,3.6,268.7,0.0,210.93
2017-01-14 13:10:00,991.01,2.7,73.1,4.01,275.9,0.0,162.41
2017-01-14 14:10:00,991.74,3.31,64.35,3.74,263.4,0.0,189.8
2017-01-14 15:10:00,992.56,3.2,64.63,2.45,264.5,0.0,126.78
2017-01-14 16:10:00,993.02,2.2,66.33,3.11,264.7,0.0,15.48
2017-01-14 17:10:00,993.03,2.11,65.78,3.45,253.9,0.0,0.0
2017-01-14 18:10:00,993.24,2.05,66.11,3.09,252.9,0.0,0.0
2017-01-14 19:10:00,993.34,1.64,66.59,2.86,226.2,0.0,0.0
